"code","category_text"
"0K050Y","COMPUTING/PC PERIPHERALS/CONTACTORS - SIMILAR"
"0K050U","COMPUTING/PC PERIPHERALS/EXTERNAL GRAPHICS CARD"
"0K050T","COMPUTING/PC PERIPHERALS/EXTERNAL SOUND CARD"
"0K050Q","COMPUTING/PC PERIPHERALS/EXTERNAL TV TUNER"
"0K0501","COMPUTING/PC PERIPHERALS/FINGERPRINT READER"
"0K050N","COMPUTING/PC PERIPHERALS/GRAPHIC TABLET"
"0K0506","COMPUTING/PC PERIPHERALS/HEADSET WITH MICROPHONE"
"0K050A","COMPUTING/PC PERIPHERALS/KVM SWITCH"
"0K0507","COMPUTING/PC PERIPHERALS/MICROPHONE PC"
"0K0504","COMPUTING/PC PERIPHERALS/OTHER USB PERIPHERALS"
"0K050J","COMPUTING/PC PERIPHERALS/PERIPHERALS PACK"
"0K0D0C","COMPUTING/PRINTING - SCANNING/3D PRINTER"
"0K0D0A","COMPUTING/PRINTING - SCANNING/CARTRIDGE PACK"
"0K0D03","COMPUTING/PRINTING - SCANNING/INK RIBBON"
"0K0D0B","COMPUTING/PRINTING - SCANNING/PHOTOCOPIER"
"0K0D06","COMPUTING/PRINTING - SCANNING/PRINTER"
"0K0D0F","COMPUTING/PRINTING - SCANNING/PRINTER AND CARTRIDGE PACK"
"0K0D02","COMPUTING/PRINTING - SCANNING/PRINTER CARTRIDGE"
"0K0D0G","COMPUTING/PRINTING - SCANNING/PRINTER CARTRIDGE SUBSCRIPTION"
"0K0D0E","COMPUTING/PRINTING - SCANNING/PRINTER STAPLE"
"0K0D05","COMPUTING/PRINTING - SCANNING/PRINTHEAD"
"0K0D0H","COMPUTING/PRINTING - SCANNING/RESIN FOR 3D PRINTER"
"0K0D08","COMPUTING/PRINTING - SCANNING/SCANNER"
"0K0D09","COMPUTING/PRINTING - SCANNING/SCREEN PROBE - PRINT PROBE"
"0K0D07","COMPUTING/PRINTING - SCANNING/SPARE PARTS FOR PRINTER"
"0K0D0I","COMPUTING/PRINTING - SCANNING/STYLO 3D"
"0K0D04","COMPUTING/PRINTING - SCANNING/THERMAL RIBBON - THERMAL PAPER"
"0K0D01","COMPUTING/PRINTING - SCANNING/TONER - TONER RECOVERY"
"0K0D0D","COMPUTING/PRINTING - SCANNING/WIRE FOR 3D PRINTER"
"0K0F01","COMPUTING/SCREEN - SPEAKER/COMPUTER SCREEN"
"0K0F02","COMPUTING/SCREEN - SPEAKER/COMPUTER SPEAKERS"
"0K0801","COMPUTING/SOFTWARE/ANTIVIRUS"
"0K080A","COMPUTING/SOFTWARE/CULTURE SOFTWARE - DOWNLOAD ENCYCLOPEDIAS"
"0K0802","COMPUTING/SOFTWARE/CULTURE SOFTWARE - ENCYCLOPEDIAS"
"0K080C","COMPUTING/SOFTWARE/DEVELOPMENT SOFTWARE - DOWNLOAD PROGRAMMING SOFTWARE"
"0K080B","COMPUTING/SOFTWARE/DEVELOPMENT SOFTWARE - PROGRAMMING SOFTWARE"
"0K080E","COMPUTING/SOFTWARE/DICTIONARY SOFTWARE - DOWNLOAD LANGUAGE"
"0K080D","COMPUTING/SOFTWARE/DICTIONARY SOFTWARE - LANGUAGE"
"0K0809","COMPUTING/SOFTWARE/DOWNLOAD ANTIVIRUS"
"0K0807","COMPUTING/SOFTWARE/DOWNLOAD OFFICE SOFTWARE"
"0K080P","COMPUTING/SOFTWARE/DOWNLOADABLE SOFTWARE UTILITY"
"0K080G","COMPUTING/SOFTWARE/EDUCATION SOFTWARE - DOWNLOAD SCHOOL SOFTWARE"
"0K080F","COMPUTING/SOFTWARE/EDUCATION SOFTWARE - SCHOOL SOFTWARE"
"0K080I","COMPUTING/SOFTWARE/ENGRAVING AND REPRODUCTION SOFTWARE"
"0K080J","COMPUTING/SOFTWARE/ENGRAVING AND REPRODUCTION SOFTWARE TO DOWNLOAD"
"0K0803","COMPUTING/SOFTWARE/GRAPHIC DESIGN - MULTIMEDIA SOFTWARE"
"0K080H","COMPUTING/SOFTWARE/GRAPHIC DESIGN - MULTIMEDIA SOFTWARE FOR DOWNLOAD"
"0K080K","COMPUTING/SOFTWARE/LEISURE AND PRACTICAL SOFTWARE"
"0K0805","COMPUTING/SOFTWARE/OFFICE SOFTWARE"
"0K0804","COMPUTING/SOFTWARE/OPERATING SYSTEM"
"0K080Q","COMPUTING/SOFTWARE/OPERATING SYSTEM TO DOWNLOAD"
"0K080M","COMPUTING/SOFTWARE/PROFESSIONAL SOFTWARE"
"0K080N","COMPUTING/SOFTWARE/PROFESSIONAL SOFTWARE TO DOWNLOAD"
"0K080L","COMPUTING/SOFTWARE/SOFTWARE LEISURE - PRACTICAL LIFE TO DOWNLOAD"
"0K0806","COMPUTING/SOFTWARE/SOFTWARE PACK"
"0K0808","COMPUTING/SOFTWARE/SPYWARE - BUG SOFTWARE"
"0K080O","COMPUTING/SOFTWARE/UTILITY SOFTWARE"
"0K0A01","COMPUTING/TABLETTE/DIGITAL BOOK - E-READER - EBOOK"
"0K0A02","COMPUTING/TABLETTE/TOUCH TABLET"
"0E010A","COOLER - ISOTHERMAL BAG - COLD ACCUMULATOR"
"0E040G","CORKSCREW - BOTTLE OPENER - LIMONADIER"
"1A0502","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE COLORANT - CANDLE PIGMENT"
"1A0503","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE CREATION KIT"
"1A0504","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE HOLDER"
"1A0505","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE MOULD"
"1A0506","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE TOOLS TWEEZERS - CANDLE CUTTERS - WAX FOIL KNIFE - SERRATED KNIFE"
"1A0508","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE TRANSFER"
"1A0501","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/CANDLE WAX - MODELLING CANDLE - CRYSTAL GEL - WAX SHEET - WAX LENS - KEROSENE WAX"
"1A0507","CREATIVE HOBBIES - FINE ARTS - STATIONERY/CANDLE CREATION/FRAGRANCE FOR CANDLES"
"1A0304","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/ALBUM - COLLECTION BINDER - SHEET"
"1A0306","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/BILLET - BANKNOTE"
"1A0308","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/CAPSULE - MUZZLE PLATE"
"1A030P","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/CASE - BOX - TRAY - MEDALLION - DISPLAY STAND"
"1A030J","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/COIN - CURRENCY"
"1A030H","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/COLLECTOR'S ITEM CLEANER"
"1A0307","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/DRYING BOOKLET"
"1A030O","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/EXPERTISE KIT - MULTI-TOOL PACK"
"1A030C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/FILIGRANOSCOPE - WATERMARK DETECTOR - SIGNOSCOPE"
"1A0301","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/FILIGRANOSCOPE ACCESSORY - GEL"
"1A030D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/HANDLING GLOVE"
"1A030B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/INDIVIDUAL CASE - ECRIN - CAPSULE"
"1A030K","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/MAGNETIC PEN CLIP"
"1A030G","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/MICROMETER"
"1A030I","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/PERFOMETER - ODONTOMETER"
"1A0305","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/POWER SUPPLY FOR COLLECTION TOOLS"
"1A030Q","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/SHOWCASE FOR COLLECTORS"
"1A030M","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/SIGNETTE"
"1A0309","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/STAMP HINGE"
"1A0B06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/MODEL KIT"
"1A030R","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/STAMP MAGNIFIER - STAMP MAGNIFIER"
"1A0303","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/STENCIL DRYER ACCESSORY - FABRIC - RHODOID"
"1A030A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/TIMBER DETAILS"
"1A030L","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/TIMBER DRYER"
"1A030N","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/TIMBRE"
"1A030E","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/TOURIST TOKEN"
"1A030F","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/UV LAMP - MULTI-TESTER"
"1A0302","CREATIVE HOBBIES - FINE ARTS - STATIONERY/COLLECTING - PHILATELY - CARTOPHILY - NUMISMATICS/UV LAMP ACCESSORY - FILTER - TUBE"
"1A0606","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/CHARCOAL - RED CHALK - SEPIA"
"1A0603","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/COLORED PENCIL - CHALK"
"1A060D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/COLORING BOOK - COLORING ALBUM"
"1A0601","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/DRAWING AEROGRAPH"
"1A060B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/DRAWING BOARD - DRAWING TABLE"
"1A0607","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/DRAWING KIT"
"1A060C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/DRAWING PROJECTOR"
"1A0602","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/ESTOMPE"
"1A0605","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/FEUTRES"
"1A0604","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/GRAPHITE PENCIL - LEAD"
"1A0608","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/MANNEQUIN - PROPORTION MODEL"
"1A0609","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/MARKER - FELT-TIP MARKER"
"1A060A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/DRAWING - COLORING/PASTELS - ART CHALK"
"1A0A04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/ETCHING KIT - PYROGRAPHY KIT"
"1A0A03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/GLASS ENGRAVER"
"1A0A0A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/LEAD RIBBON"
"1A0A02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/LINOCUT INK"
"1A0A06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/LINOCUT PRESS"
"1A0A08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/LINOCUT ROLLER - INKING TOOL"
"1A0A05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/LINOLEUM SHEET"
"1A0A07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/PYROGRAVER - PYROGRAVER ACCESSORIES"
"1A0A09","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/VITRAIL"
"1A0A01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/ENGRAVING - PYROGRAPHY/WOOD GRINDING"
"1A0201","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/ALBUM - PHOTO ALBUM"
"1A0202","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/ARCHIVE BOX"
"1A0205","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/CLASSER"
"1A0206","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/COVER - DOCUMENT PROTECTOR"
"1A020F","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/FILING AND ARCHIVING PACK"
"1A020C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/FILING ATTACHMENT"
"1A0203","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/FILING BOX"
"1A020A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/INTERCALAIRE"
"1A0209","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/LABEL - FILING LABEL"
"1A020B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/PLASTIC SLEEVE"
"1A020D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/PRESENTATION FOLDER"
"1A0204","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/SHIRT - UNDERSHIRT"
"1A020E","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/SORTER - PARAPORTER"
"1A0208","CREATIVE HOBBIES - FINE ARTS - STATIONERY/FILING - ARCHIVING/SUSPENDED FOLDER - SUB-FOLDER"
"1A0B0A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/ABRASIVE FOAM"
"1A0B0K","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/CARVING STONE - ALABASTER - STEATITE"
"1A0B0C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/CARVING TOOLS - RIFFLER - RAPE - NEEDLE - SCRAPER - BURIN - SAW - GRADINE - SLEDGEHAMMER - GOUGE - SCORP FEIL"
"1A0B01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/CLAY - LOAM"
"1A0B03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/CLAY CASE"
"1A0B0O","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/COLD PORCELAIN"
"1A0B0T","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/CORNFLAKE - ASSEMBLY"
"1A0B0P","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/CREATIVE LEISURE RESIN"
"1A0B04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/EMAIL - ENAMELLING"
"1A0B0H","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/EPOXY PATE"
"1A0B05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/FURNACE"
"1A0B08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/MODELING MACHINE"
"1A0B09","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/MODELING MOLD - MOLDING COMPOUND - CASTING COMPOUND"
"1A0B0L","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/MODELING PLASTIC"
"1A0B0B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/MODELLING TOOL - EBEAUCHOIR - MIRETTE - ESTEQUE - CUTTING WIRE - ROLLER - SYRINGE - COOKIE CUTTER - MESH SHEET"
"1A0B0J","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/PATE OYUMARU"
"1A0B0I","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/PATE POLYMERE - PLASTILINE - FIMO - CERNIT - SCULPEY - WEPAM - PATATI PATATA"
"1A0B0N","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/PLASTER"
"1A0B0G","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/PLAXTINE"
"1A0B0R","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/POTTER'S WHEEL - TOURNETTE"
"1A0B0E","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/SALT PASTE"
"1A0B0D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/SAMPLE PAPER"
"1A0B0M","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/SCULPTOR'S WORK TRAY - BASE"
"1A0B07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/SCULPTURE KIT"
"1A0B0Q","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/SCULPTURE SADDLE"
"1A0B0F","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/WOOD CHISELS - CARPENTER'S CHISELS"
"1A0B02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MODELING - SCULPTURE/WOOD FOR CARVING"
"1A0C01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MOSAIQUE/FUSING - FUSING GRANULES"
"1A0C03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MOSAIQUE/JOINT - JOINT COMPOUND - CEMENT"
"1A0C04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MOSAIQUE/KIT MOSAIQUE"
"1A0C05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MOSAIQUE/MOSAIC TOOL - CUTTING PLIERS - GLASS CUTTER - SPATULA"
"1A0C02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MOSAIQUE/MOUNTING GRID - CROSSPIECE"
"1A0C06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/MOSAIQUE/TESSERAE - ENAMELS - SMALT - PATE DE VERRE - GALET - CRACKLE - MILLFIORI - GLASS BEAD - MOSAIC TILE"
"1A0F0Z","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/3D PAINT - GEL PENCIL"
"1A0F0J","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/ACRYLIC PAINT"
"1A0F03","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/APPRET - GESSO - MARBLE POWDER"
"1A0F0K","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/AQUARELLE PAINT"
"1A0F0Q","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/BRUSH - BRUSH SET"
"1A0F0F","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/BRUSH CLEANER"
"1A0F07","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/CANVAS FRAME"
"1A0F05","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/CARTON A ENCAUSTIQUE - CIRE A ENCAUSTIQUE - CAUTERIA - FER A ENCAUSTIQUE"
"1A0F06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/CARTON ENTOILE"
"1A0F01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/DRYING ACCELERATOR DRYING RETARDER"
"1A0F0X","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/GLASS PAINTING - STAINED GLASS"
"1A0F0L","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/GOUACHE PAINT"
"1A0F0A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/HARDENER - FIXING RESIN - FIXATIVE - VARNISH"
"1A0F0U","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/HOLI POWDER"
"1A0F09","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/KNIFE - KNIFE SET"
"1A0F0E","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/MEDIUM - FIEL"
"1A0F0M","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/OIL PAINT"
"1A0F0Y","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/OTHER PAINTS"
"1A0F02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PAINT ADDITIVE"
"1A0F0W","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PAINT BY NUMBER"
"1A0F0D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PAINT KIT"
"1A0F0G","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PAINT PALETTE"
"1A0F08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PAINTER'S EASEL"
"1A0F04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PAINTING BRUSH"
"1A0F0I","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PATINE"
"1A0F0P","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PIGMENT - BINDER - GUM ARABIC"
"1A0F0N","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/PORCELAIN PAINT"
"1A0F0R","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/ROLLER - SET OF ROLLERS"
"1A0F0S","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/SPATULA - SET OF SPATULAS"
"1A0F0B","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/SPONGE - PAD"
"1A0F0V","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/SPRAY PAINT - AEROSOL"
"1A0F0O","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/TEXTILE PAINT"
"1A0F0H","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/TEXTURE PASTE - TEXTURE GEL - PHOSPHORESCENT GEL"
"1A0F0C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/THINNER - GASOLINE - LINSEED OIL"
"1A0F0T","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAINT/TOILE"
"1A0D0S","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/ADHESIVE NOTE"
"1A0D0W","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/ADHESIVE NOTE DISPENSER"
"1A0D01","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/AGENDA - ORGANIZER - REFILL"
"1A0D0I","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/BOOKMARK"
"1A0D0E","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/BRISTOL SHEET"
"1A0D0Z","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/BUVARD"
"1A0D04","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CAHIER"
"1A0D0U","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CALENDAR - EPHEMERIDE BLOCK"
"1A0D06","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CALLIGRAPHY NOTEBOOK"
"1A0D0A","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CARDBOARD - CORRUGATED CARDBOARD"
"1A0D0L","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CREATIVE PAPER - WATERCOLOR - BANANA - HEMP - DU MONDE - HANDMADE - FOSCARI"
"1A0D0G","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CREATIVE PAPER KIT"
"1A0D0M","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/CREPE PAPER - TISSUE PAPER"
"1A0D0F","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/DECOPATCH KIT"
"1A0D0C","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/DECOPATCH SHEET"
"1A0D0V","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/DIRECTORY"
"1A0D0X","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/DRAWING PAPER"
"1A0D0K","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/FOLDING PAPER"
"1A0D0Y","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/GLUING TOWEL"
"1A0D09","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/INTIMATE JOURNAL"
"1A0D0Q","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/LAMINATED PAPER"
"1A0D0D","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/LOOSE-LEAF - DOUBLE COPY"
"1A0D0H","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/MANIFOLD - COUNTERFOIL BOOKLET"
"1A0D0O","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/MILLIMETER PAPER - SPECIAL PAPER"
"1A0D02","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/NOTE PAD - SHEET PAD"
"1A0D08","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/NOTEBOOK - LOGBOOK"
"1A0D0R","CREATIVE HOBBIES - FINE ARTS - STATIONERY/PAPER - NOTEBOOK/PACK PAPER - NOTEBOOK"
